Nummer;Klas;Tekstnaam;Veld;Code;Veldnummer;Verbandnummer;Dataset
3T40;H3C;Muziek;Hoger IQ ;g;4;5;JOL1
3T5;3G;Muziek;je wordt slimmer ;g;4;5;JOL1
27T2F ;3G;Muziek;je scoort hoger op IQ test (12 jarige kinderen scoorden hoger) ;g;5;5;JOL1
17I2F;H3D;Muziek;Van muziek krijg je een hoger IQ;g;1;5;JOL2-1
8I6F;H3E;Muziek;mensen die een instrument spelen zijn er volgens een IQ test veel slimmer door bijv. Noten lezen ;g;1;5;JOL2-1
5I6F;H3D;Muziek;Score hoger op IQ-test;g;2;5;JOL2-1
2I3;H3E;Muziek;hoger IQ;g;2;5;JOL2-1
11I6F;H3E;Muziek;Word je IQ hoger ;g;2;5;JOL2-1
2I3;H3C;Muziek;Kinderen krijgen een hoger IQ ;g;2;5;JOL2-1
8I5F;H3C;Muziek;kinderen van 12 die muziek spelen hoger IQ;g;2;5;JOL2-1
5I60;H3E ;Muziek;hebben mensen die een muziek instrument bespelen ook een hoger IQ ;g;3;5;JOL2-1
8I6F;H3E;Muziek;scoren deze muzikanten hoger op een IQ test ;g;3;5;JOL2-1
8I3;H3D;Muziek;Is van het 12-jarig naar IQ test hoger ;g;4;5;JOL2-1
15I3F;3A3;Muziek;kun je hoger scoren bij de IQ-test;g;2;5;JOL2-2
11I1F;3G2;Muziek;kinderen hoger IQ;g;2;5;JOL2-2
17I4F;3G2;Muziek;krijgen mensen een hogere uitslag bij IQ testen;g;2;5;JOL2-2
35I3;3G2;Muziek;scoren 12 jarigen hoger op IQ testen ;g;2;5;JOL2-2
50I6F;3G2;Muziek;12-jarige kinderen hoger IQ-score;g;2;5;JOL2-2
3I2O;3A3;Muziek;hogere IQ hebben;g;3;5;JOL2-2
5I5F;3A3;Muziek;scoor je hoger op IQ testen;g;3;5;JOL2-2
32I1F;3G2;Muziek;hoger IQ;g;3;5;JOL2-2
23I5F;H3D;Muziek;Score kinderen die muziek maken hoger op de IQ test dan mensen die dat niet doen ;g ;4;5;JOL2-1
21T6F;A3;Muziek;Mensen met muziek maken scoren hoger dan mensen zonder ;p;4;5;JOL1
2104;21;Muziek;hoger iq;;3;5;Veni
9T2F;H3C;Botox;Mensen willen jonger lijken ;g;1;4;JOL1
21T6F;A3;Botox;Gebruikt om er jonger uit te zien door rimpels wegtrekken ;g;3;4;JOL1
24T5;3G;Botox;nu willen mensen het gebruiken om er jonger uit te zien ;g;3;4;JOL1
12T4F;H3D ;Botox;Mensen zien er jonger uit ;g;4;4;JOL1
18T1F;H3D ;Botox;Wordt gebruikt om jonger te lijken door rimpen op te vullen ;g;4;4;JOL1
21T5F;3G;Botox;wordt botox gebruik in plastische chirurgie om rimpels weg te werken daarom om mensen jonger en mooier eruit te laten zien ;g;4;4;JOL1
6T6O;3G;Botox;Mensen jonger ;g;4;4;JOL1
17I5F;H3E;Botox;ziet er jonger uit ;g;2;4;JOL2-1
32I3F;H3E;Botox;Zou je er jonger uit kunnen zien;g;2;4;JOL2-1
20I3;H3C;Botox;Wordt het gebruikt om je jonger te laten lijken;g;2;4;JOL2-1
2I3;H3E;Botox;lijken minder oud ;g;3;4;JOL2-1
20I3;H3C;Botox;Zie je er jonger uit;g;3;4;JOL2-1
11I6F;H3C;Botox;lijken ze jonger ;g;4;4;JOL2-1
5I5F;3A3;Botox;zie je er jonger uit;g;3;4;JOL2-2
4I2O;3G2;Botox;lijken mensen jonger;g;3;4;JOL2-2
26I4F;3G2;Botox;zien mensen er jonger uit;g;3;4;JOL2-2
18T4F;3G;Geld;Geld maakt niet gelukkig ;g;1;4;JOL1
19T4F;A3;Geld;Geld maakt niet gelukkig ;g;1;4;JOL1
3T40;H3C;Geld;Geld maakt niet gelukkig ;g;1;4;JOL1
24T8;3G;Geld;Uit onderzoek is gebleke ndat geld niet gelukkig maakt ;g;2;4;JOL1
18T2F;H3C;Geld;Geld maakt niet gelukkig ;g;3;4;JOL1
24T1F;H3D ;Geld;Veel geld maakt niet lang gelukkig ;g;3;4;JOL1
5I14;H3C;Geld;Kunnen mensen niet lang gelukkig blijven door geld;g;2;4;JOL2-1
29I3;H3E;Geld;geld zorgt niet voor een gelukkig gevoel;g;4;4;JOL2-1
15I3F;3A3;Geld;maakt geld niet gelukkig, omdat je er niet heel lang gelukkig mee blijft;g;2;4;JOL2-2
18T2F;H3C;Botox;sommige mensen krijgen ongewenst een andere gezichtsuitdrukking ;g;3;5;JOL1
3T5;3G;Botox;Gezichtsuitdrukking kan veranderen ;g;3;5;JOL1
15T2F;3G;Botox;Andere gezichtsuitdrukking kan gevolg zijn ;g;4;5;JOL1
21T6F;A3;Botox;Je gezichtsuitdrukking kan veranderen ;g;4;5;JOL1
22T2O;A3;Botox;Andere gelaatsuitdrukking kan je krijgen ongewild ;g;4;5;JOL1
9T5F;H3D ;Botox;Kan leiden tot ongewenste gezichtsuitdrukking ;g;4;5;JOL1
21T5F;3G;Botox;maar mensen kan gezichtsuitdrukking kunnen daardoor veranderen in een positieve, maar ook negatieve manier ;g;5;5;JOL1
24T5;3G;Botox;mensen kunnen ongewild een andere gezichtsuitdrukking krijgen ;g;5;5;JOL1
8I6F;H3E;Botox;Hierdoor kan je gezichtsuitdrukking ongewilt aangetast worden;g;1;5;JOL2-1
17I2F;H3D;Botox;Kun je een andere gezichtsuitdrukking krijgen;g;3;5;JOL2-1
26I2F;H3D;Botox;kan je gezichtsuitdrukking veranderen;g;3;5;JOL2-1
17I5F;H3E;Botox;gezicht kan er anders uit zien;g;3;5;JOL2-1
11I6F;H3C;Botox;soms ontgewenste gezichtsuitdrukking ;g;3;5;JOL2-1
23I2F;H3C;Botox;Andere gezichtsuitdrukking ;g;3;5;JOL2-1
8I6F;H3E;Botox;hierdoor kan je gezichtsuitdrukking ongewild aangetast zijn;g;4;5;JOL2-1
29I3;H3E;Botox;Lijk je minder oud ;g;4;5;JOL2-1
2I3;H3C;Botox;Gezichtsuitdrukking veranderd positief of negatief ;g;4;5;JOL2-1
15I3F;3A3;Botox;kun je een gezichtsuitdrukking krijgen die je niet wil;g;3;5;JOL2-2
17I4F;3G2;Botox;kan de gezichtsuitdrukking anders zijn;g;3;5;JOL2-2
35I3;3G2;Botox;gezichtsuitdrukkingen kunnen heel erg veranderen;g;3;5;JOL2-2
11I1F;3G2;Botox;andere gezichtsuitdrukking;g;4;5;JOL2-2
26I4F;3G2;Botox;kunnen mensen ongewenst een andere gezichtsuitdrukking krijgen;g;4;5;JOL2-2
50I6F;3G2;Botox;doordat de zenuwen worden geblokkeerd hebben botox gebruikers een (soms) niet gewenste gezichtsuitdrukking;g;4;5;JOL2-2
18T2F;H3C;Botox;sommige gezichtsuitdrukkingen gaan ongevraagd weg;p;4;5;JOL1
21T5F;3G;Geld;Mensen willen bij familie en maatschappij horen ;g;1;4b;JOL1
24T8;3G;Geld;Uit onderzoek is gebleken dat het geluk van mensen komt van familie en de maatschappij ;g;1;4b;JOL1
9T5F;H3D ;Geld;Familie maakt geluk ;g;1;4b;JOL1
18T3F;A3;Geld;je wordt gelukkig van vrienden en plaats in maatschappij;g;3;4b;JOL1
15I3F;3A3;Geld;mensen zijn gelukkig als ze bij de maatschappij of bij hun familie horen;g;1;4b;JOL2-2
50I6F;3G2;Geld;mensen worden gelukkiger van de mensen om hun heen dan van de economische stabiliteit;g;1;4b;JOL2-2
15T2F;3G;Geld;Liefde het meest met familie ;p;1;4b;JOL1
106;1;Beton;Het is koud;c;1;;vanLoon
139;1;Beton;Er zit water in het beton.;c;1;;vanLoon
316;1;Beton;beton word gelegd;c;1;;vanLoon
442;1;Beton;andere grondstoffen raken op ???;c;1;;vanLoon
508;1;Beton;sinds 1962 NOVA- certificaat;c;1;;vanLoon
520;1;Beton;het beton word wijk;c;1;;vanLoon
523;1;Beton;er zijn twee soorten beton waar men mee kan werken.;c;1;;vanLoon
317;2;Beton;Beton wordt hard;c;1;;vanLoon
407;2;Beton;mensen willen goedkopen hotelen;c;1;;vanLoon
419;2;Beton;gebouw van betonnen palen;c;1;;vanLoon
130;1;Beton;het krimpt also het nat word;c;2;;vanLoon
217;1;Beton;Beton krimpt als het ouder wordt;c;2;;vanLoon
331;1;Beton;Word het beton wat warmer;c;2;;vanLoon
406;1;Beton;beton word kleiner;c;2;;vanLoon
418;1;Beton;gebouwen mee bouwen;c;2;;vanLoon
508;1;Beton;goede kwaliteit van beton;c;2;;vanLoon
514;1;Beton;in de zomer word dat erg droog.;c;2;;vanLoon
520;1;Beton;het zakt een beetje in;c;2;;vanLoon
523;1;Beton;er wordt vaak voor een droge variant gekozen, waarbij na langere tijd het beton krimpt.;c;2;;vanLoon
101;2;Beton;het beton wordt warm;c;2;;vanLoon
317;2;Beton;harder dan normaal;c;2;;vanLoon
509;2;Beton;Na lange tijd wordt het beton aangetast;c;2;;vanLoon
133;1;Beton;Lucht komt in het cement;c;3;;vanLoon
325;1;Beton;Drukt het krimpende beton op de liftschachten.;c;3;;vanLoon
406;1;Beton;liften krimpen;c;3;;vanLoon
421;1;Beton;alles krimt;c;3;;vanLoon
442;1;Beton;beton is te zwaar voor de grond;c;3;;vanLoon
517;1;Beton;Beton heeft een bepaalde opbouw;c;3;;vanLoon
523;1;Beton;er is hierdoor vaak renovatie aan de gebouwen nodig.;c;3;;vanLoon
506;2;Beton;Beton zet uit;c;3;;vanLoon
115;1;Beton;de liftschachten worden verplaatst;c;4;;vanLoon
133;1;Beton;Er komen barsten in het cement;c;4;;vanLoon
214;1;Beton;Gaan de liften kapot.;c;4;;vanLoon
223;1;Beton;kunnen hele liften naar de knoppen gaan;c;4;;vanLoon
325;1;Beton;Ontstaat er schade van de schachten;c;4;;vanLoon
403;1;Beton;muren worden smaller;c;4;;vanLoon
406;1;Beton;liften worden smaller;c;4;;vanLoon
110;2;Beton;nieuwe liften;c;4;;vanLoon
209;2;Beton;liftschachten moeten worden ingekort, en de liften moeten kleiner worden gemaakt;c;4;;vanLoon
317;2;Beton;anders te hard;c;4;;vanLoon
205;1;Beton;beton krimt als het warmer word;d;1;;vanLoon
325;1;Beton;Krimpen betonnen gebouwen;d;2;;vanLoon
502;1;Beton;Wordt het beton kleiner na een tijdje;d;2;;vanLoon
422;2;Beton;wordt het beton warm;d;2;;vanLoon
115;1;Beton;de gebouwen worden korter;d;3;;vanLoon
118;1;Beton;worden de liftschachten onder andere kleiner;d;3;;vanLoon
121;1;Beton;worden de liftschachten te smal.;d;3;;vanLoon
208;1;Beton;het gebouw word kleiner;d;3;;vanLoon
301;1;Beton;het huis wordt kleiner;d;3;;vanLoon
304;1;Beton;worden gebouwen kleiner;d;3;;vanLoon
427;1;Beton;de gebouwen worden kleiner;d;3;;vanLoon
502;1;Beton;Worden gebouwen die van beton gemaakt zijn kleiner;d;3;;vanLoon
110;2;Beton;krimpt het gebouw.;d;3;;vanLoon
119;2;Beton;als het beton kript dan krimpt het gebouw;d;3;;vanLoon
131;2;Beton;Gebouwen worden kleiner;d;3;;vanLoon
302;2;Beton;worden gebouwen kleiner;d;3;;vanLoon
314;2;Beton;is het gebouw kleiner dan dat het eerst was;d;3;;vanLoon
425;2;Beton;worden de muren kleiner;d;3;;vanLoon
503;2;Beton;Doorgang van de lift word smaller.;d;3;;vanLoon
515;2;Beton;gebouwen worden kleiner dan eigenlijk gepland;d;3;;vanLoon
518;2;Beton;gebouwen worden dus kleiner;d;3;;vanLoon
139;1;Beton;Het gebouw wordt kleiner.;d;4;;vanLoon
319;1;Beton;blijven de liften hangen;d;4;;vanLoon
322;1;Beton;liften komen vast te zitten.;d;4;;vanLoon
206;2;Beton;Liften moeten kleiner worden.;d;4;;vanLoon
224;2;Beton;Komt de lift vast te zitten.;d;4;;vanLoon
323;2;Beton;gebouwen krimpen;d;4;;vanLoon
413;2;Beton;het gebouw kan kleiner gaan worden;d;4;;vanLoon
118;1;Beton;betonnen gebouwen worden gebouwt;f;1;;vanLoon
130;1;Beton;beton word veel gebruikt;f;1;;vanLoon
214;1;Beton;Veel gebouwen zijn van beton;f;1;;vanLoon
217;1;Beton;Beton moet KOMO certificaat hebben om gebruikt te kunnen worden;f;1;;vanLoon
304;1;Beton;gebouwen worden gebouwd van beton;f;1;;vanLoon
328;1;Beton;beton gebruikt voor het bouwen van gebouwen;f;1;;vanLoon
418;1;Beton;beton belangrijk voor gebouwen te bouwen;f;1;;vanLoon
421;1;Beton;betonnen gebouwen worden gebouwd;f;1;;vanLoon
424;1;Beton;Gebouwen worden gemaakt van beton;f;1;;vanLoon
505;1;Beton;beton wordt al zo'n 70 jaar gebruikt;f;1;;vanLoon
511;1;Beton;gebouwen worden gemaakt van beton;f;1;;vanLoon
514;1;Beton;gebouwen worden vaak van beton gemaakt.;f;1;;vanLoon
517;1;Beton;Betonis stevig en gemakkelijk te maken;f;1;;vanLoon
101;2;Beton;ze gebruiken beton;f;1;;vanLoon
110;2;Beton;een gebouw gemaakt van beton;f;1;;vanLoon
113;2;Beton;gebouwen worden gemaakt van beton;f;1;;vanLoon
134;2;Beton;Gebouw gebouwt van beton;f;1;;vanLoon
203;2;Beton;Gebouw van betonnen maken.;f;1;;vanLoon
221;2;Beton;Gebouwen worden gemaakt met beton;f;1;;vanLoon
320;2;Beton;Gebouwen worden gemaakt van beton;f;1;;vanLoon
323;2;Beton;gebouwen van beton;f;1;;vanLoon
326;2;Beton;er worden betonnen gebouwen gebouwd;f;1;;vanLoon
410;2;Beton;Betonnen gebouwen;f;1;;vanLoon
413;2;Beton;mensen bouwen met beton;f;1;;vanLoon
416;2;Beton;Betonnen gebouwen;f;1;;vanLoon
503;2;Beton;Gebouwens zijn van beton gemaakt.;f;1;;vanLoon
506;2;Beton;Beton een veel gebruikt bouwmateriaal;f;1;;vanLoon
509;2;Beton;beton wordt gebruikt;f;1;;vanLoon
518;2;Beton;vaak wordt beton gebruikt om gebouwen mee te bouwen;f;1;;vanLoon
584;2;Beton;veel gebouwen van beton gebouwd;f;1;;vanLoon
409;1;Beton;krimpt het gebouw soms wel 12 cm;f;2;;vanLoon
442;1;Beton;gebouwen worden vaker van beton gemaakt;f;2;;vanLoon
505;1;Beton;in nederland moet beton aan speciale eisen voldoen;f;2;;vanLoon
517;1;Beton;Veel gebouwen worden van beton gemaakt;f;2;;vanLoon
407;2;Beton;worden gebouwen van beton gemaakt;f;2;;vanLoon
410;2;Beton;KOMO certificaat beton;f;2;;vanLoon
317;2;Beton;certificaat nodig;f;3;;vanLoon
217;1;Beton;MAzzo hotel was 12 centimeter gekrompen;f;4;;vanLoon
442;1;Beton;gebouwen zakken 12 cm in;f;4;;vanLoon
419;2;Beton;nicolas, liftmonteur, moest de lift makend;f;4;;vanLoon
115;1;Beton;beton krijgt te maken met centrale verwarming;g;1;;vanLoon
121;1;Beton;Als de verwarming wordt aangezet in een betonnen gebouw;g;1;;vanLoon
202;1;Beton;centrale verwarming in betonne gebouwen.;g;1;;vanLoon
208;1;Beton;er word een centrale verwarming geplaatst;g;1;;vanLoon
211;1;Beton;betonnen gebouwen krimpen;g;1;;vanLoon
223;1;Beton;Een betonnen gebouw kan krimpen bij uitdroging.;g;1;;vanLoon
301;1;Beton;gebruik van centrale verwarming bij betonnen huizen;g;1;;vanLoon
307;1;Beton;De CV gaat aan;g;1;;vanLoon
310;1;Beton;Centrale verwarming in betonnen gebouwen;g;1;;vanLoon
313;1;Beton;Mensen met een bettonen gebouw een centrale verwarming hebben;g;1;;vanLoon
319;1;Beton;Beton krimpt bij warmte;g;1;;vanLoon
325;1;Beton;Beton krimpt door warmte;g;1;;vanLoon
331;1;Beton;Er is centrale vermarming in betonnen gebouwen;g;1;;vanLoon
406;1;Beton;het beton krimpt door de warmten;g;1;;vanLoon
409;1;Beton;betonnen gebouwen krimpen door centrale verwarming;g;1;;vanLoon
427;1;Beton;er wordt niet goed rekening gehouden met de verwarming;g;1;;vanLoon
107;2;Beton;oude gebouwen van beton hebben een centrale verwarming.;g;1;;vanLoon
119;2;Beton;rekening houden met centralen verwarming;g;1;;vanLoon
131;2;Beton;Gebruik van centrale verwarming;g;1;;vanLoon
137;2;Beton;centrale verwarming staat aan;g;1;;vanLoon
212;2;Beton;in gebouwen van beton wordt vaak centrale verwarming gebruikt;g;1;;vanLoon
218;2;Beton;Bij het bouwen van een betonnen gebouw moet je rekening houden met de centale verwarming.;g;1;;vanLoon
224;2;Beton;Centrale verwarming in een gebouw gemaakt van beton.;g;1;;vanLoon
305;2;Beton;centrale verwarming in huis;g;1;;vanLoon
311;2;Beton;Centrale verwarming;g;1;;vanLoon
422;2;Beton;loopt verwarming door het beton;g;1;;vanLoon
425;2;Beton;door verwarming word het warmer in een ruimte;g;1;;vanLoon
512;2;Beton;betonnen gebouwen met centrale verwarming;g;1;;vanLoon
106;1;Beton;De verwarmingscentrale staat aan;g;2;;vanLoon
115;1;Beton;Het beton krimpt;g;2;;vanLoon
121;1;Beton;het gebouw krimpt.;g;2;;vanLoon
139;1;Beton;De centrale verwarming verwarmd het gebouw.;g;2;;vanLoon
202;1;Beton;wordt het beton droog.;g;2;;vanLoon
205;1;Beton;moet je rekening hoiden als je een betonnen gebouw bouwt en ook een centrale verwarming daar in dat zelfde gebouw;g;2;;vanLoon
208;1;Beton;het beton gaat krimpen;g;2;;vanLoon
301;1;Beton;krimpt het beton;g;2;;vanLoon
307;1;Beton;Het beton droogt uit;g;2;;vanLoon
310;1;Beton;Beton droogt uit;g;2;;vanLoon
313;1;Beton;het beton gaat uitdrogen;g;2;;vanLoon
319;1;Beton;krimpen de muren in betonnen gebouwen door verwarmingscentrales;g;2;;vanLoon
322;1;Beton;beton krimpt.;g;2;;vanLoon
328;1;Beton;centrale verwarming verhit het beton;g;2;;vanLoon
421;1;Beton;beton verkleind;g;2;;vanLoon
427;1;Beton;daardoor krimpt het beton;g;2;;vanLoon
107;2;Beton;door de verwarming droogt het beton uit.;g;2;;vanLoon
113;2;Beton;de verwarming gaat aan;g;2;;vanLoon
119;2;Beton;anders krimt het beton;g;2;;vanLoon
131;2;Beton;betonkrimp;g;2;;vanLoon
134;2;Beton;Centrale verwarming zorgt voor het uitdrogen van het cement;g;2;;vanLoon
137;2;Beton;beton droogt;g;2;;vanLoon
203;2;Beton;Centrale verwarming gebruiken in het gebouw van beton.;g;2;;vanLoon
206;2;Beton;Beton krimpt.;g;2;;vanLoon
209;2;Beton;gaat het beton krimpen;g;2;;vanLoon
212;2;Beton;Droogt het beton uit;g;2;;vanLoon
218;2;Beton;Door de centrale verwarming kan uitdroging veroorzaken.;g;2;;vanLoon
221;2;Beton;Beton krimpt door warmte;g;2;;vanLoon
224;2;Beton;Vindt er betonkrimp plaats. Dus het beton krimpt.;g;2;;vanLoon
302;2;Beton;het krimpt;g;2;;vanLoon
305;2;Beton;beton droogt uit;g;2;;vanLoon
311;2;Beton;Beton droogt uit;g;2;;vanLoon
314;2;Beton;gaat het beton krimpen;g;2;;vanLoon
320;2;Beton;Moeten ze oppassen voor de centrale verwarming;g;2;;vanLoon
323;2;Beton;centrale verwarming;g;2;;vanLoon
413;2;Beton;mensen maken de huizen te warm met de centrale verwarming;g;2;;vanLoon
416;2;Beton;Centrale verwarming nodig;g;2;;vanLoon
419;2;Beton;door centrale verwarming krimpt het gebouw;g;2;;vanLoon
503;2;Beton;Meton krimpt door warmte.;g;2;;vanLoon
506;2;Beton;Centrale verwarming heeft invloed op het beton;g;2;;vanLoon
512;2;Beton;door centrale verwarming betonblokken drogen;g;2;;vanLoon
515;2;Beton;krimp het beton;g;2;;vanLoon
103;1;Beton;beton droogt door centrale verwaming;g;3;;vanLoon
106;1;Beton;Gebouwen krimpen;g;3;;vanLoon
109;1;Beton;krimpende gebouwen.;g;3;;vanLoon
130;1;Beton;het huis krimpt over het algemeen;g;3;;vanLoon
139;1;Beton;Het beton krijgt last van betonkrimp.;g;3;;vanLoon
202;1;Beton;krimpt het beton en wordt het gebouw kleiner.;g;3;;vanLoon
205;1;Beton;als het warm word kan het beton krimpen kunnen de gebouwen een stukje kleiner worden;g;3;;vanLoon
211;1;Beton;daarom passen de liften in die gebouwen vaak niet meer omdat de gebouwen te krap worden;g;3;;vanLoon
214;1;Beton;Passen de liften niet meer.;g;3;;vanLoon
217;1;Beton;GEbouwen krimpen en worden kleiner;g;3;;vanLoon
223;1;Beton;kunnen liftschachten klem zitten en blijven steken, doordat zij niet meekrimpen.;g;3;;vanLoon
307;1;Beton;Het beton krimpt;g;3;;vanLoon
310;1;Beton;Beton gaat inkrimpen;g;3;;vanLoon
313;1;Beton;krimpt het beton en word het gebouw dus kleiner;g;3;;vanLoon
316;1;Beton;het beton krimpt;g;3;;vanLoon
319;1;Beton;wordt de doorgang voor liften kleiner;g;3;;vanLoon
322;1;Beton;liftschagten worden nauwer.;g;3;;vanLoon
328;1;Beton;krimpt het beton door de warmte;g;3;;vanLoon
331;1;Beton;Word het beton droog;g;3;;vanLoon
409;1;Beton;kan de lift blijven haken;g;3;;vanLoon
505;1;Beton;de gebouwen die uit beton zijn gemaakt krimpen;g;3;;vanLoon
511;1;Beton;het beton gaat krijpen dus ook het gebouw;g;3;;vanLoon
514;1;Beton;beton kan daardoor krimpen.;g;3;;vanLoon
101;2;Beton;het gebouw krimpt;g;3;;vanLoon
107;2;Beton;door het uitdrogen van het beton krimpt het beton.;g;3;;vanLoon
113;2;Beton;het beton krimpt;g;3;;vanLoon
134;2;Beton;Door het uitdrogen van het cement krimpt het gebouw;g;3;;vanLoon
137;2;Beton;beton krimpt;g;3;;vanLoon
203;2;Beton;Het beton krimpt door de centrale verwarming.;g;3;;vanLoon
206;2;Beton;Liften gaan vastzitten doordat het beton gekrompen is en het gebouw dus ook.;g;3;;vanLoon
209;2;Beton;gaan de liften hangen;g;3;;vanLoon
212;2;Beton;Krimpen de gebouwen;g;3;;vanLoon
218;2;Beton;Door de uitdroging krimpt het gebouw.;g;3;;vanLoon
221;2;Beton;Mensen zetten de verwarming aan;g;3;;vanLoon
224;2;Beton;Wordt de liftschacht kleiner.;g;3;;vanLoon
305;2;Beton;beton krimpt, huis word kleiner;g;3;;vanLoon
311;2;Beton;Beton krimpt;g;3;;vanLoon
320;2;Beton;Het beton droogt uit door de centrale verwarming;g;3;;vanLoon
323;2;Beton;betonkrimp;g;3;;vanLoon
326;2;Beton;betonnen gewbouwen krimpen in;g;3;;vanLoon
407;2;Beton;er moet uiteindelijk ook verwarming moeten worden gemaakt;g;3;;vanLoon
410;2;Beton;Centrale verwarming;g;3;;vanLoon
413;2;Beton;beton gaat krimpen;g;3;;vanLoon
416;2;Beton;Betonnen gebouwen krimpen;g;3;;vanLoon
422;2;Beton;beton krimt;g;3;;vanLoon
509;2;Beton;door verwarming droogt het beton uit;g;3;;vanLoon
512;2;Beton;als betonblokken drogen krimpen ze;g;3;;vanLoon
584;2;Beton;beton krimpt dus gebouwen niet in oorspronkelijke vorm;g;3;;vanLoon
103;1;Beton;Beton krimpt;g;4;;vanLoon
106;1;Beton;Liftschachten worden te klein;g;4;;vanLoon
109;1;Beton;liften komen vast te staan;g;4;;vanLoon
118;1;Beton;kunnen de liften vast komen te zitten;g;4;;vanLoon
121;1;Beton;komen de liften vast te zitten.;g;4;;vanLoon
130;1;Beton;de liftschacht krimpt;g;4;;vanLoon
202;1;Beton;worden ook de ruimtes waar de liften door moeten kleiner.;g;4;;vanLoon
205;1;Beton;kan het zijn dat de lif niet meer door de liftschacht past omdat die is gekrompen door de warmte;g;4;;vanLoon
208;1;Beton;de liften werken niet meer omdat ze niet genoeg ruimte hebben;g;4;;vanLoon
301;1;Beton;liften werken minder goed;g;4;;vanLoon
304;1;Beton;wordt de lift te groot en kan niet meer werken;g;4;;vanLoon
307;1;Beton;De liftschachten krimpen ook;g;4;;vanLoon
310;1;Beton;De dingen in de lift worden te lang;g;4;;vanLoon
313;1;Beton;is de omvang van de lift niet meer goed voor het gebouw;g;4;;vanLoon
316;1;Beton;betonkrimp zorgt voor te kleine liftschachten;g;4;;vanLoon
328;1;Beton;krimpen de liftschaften;g;4;;vanLoon
331;1;Beton;Krimpt het beton;g;4;;vanLoon
418;1;Beton;gebouwen krimpen en lift past er niet meer in;g;4;;vanLoon
421;1;Beton;liftschachten worden te klein;g;4;;vanLoon
424;1;Beton;liften komen vast te zitten;g;4;;vanLoon
427;1;Beton;de liften lopen vast;g;4;;vanLoon
502;1;Beton;Gaat de lift vasthangen;g;4;;vanLoon
505;1;Beton;doordat de gebouwen zijn gekrompen blijft de lift hangen;g;4;;vanLoon
508;1;Beton;het beton krimpt dus het hele gebouw krimpt;g;4;;vanLoon
511;1;Beton;er komt te weinig ruimte in de schaft voor de lift;g;4;;vanLoon
514;1;Beton;de gebouwen en de liftschachten ook waardoor de lift kan blijven hangen.;g;4;;vanLoon
517;1;Beton;Beton krimpt;g;4;;vanLoon
101;2;Beton;de lift past niet meer;g;4;;vanLoon
107;2;Beton;krimpen ook de liftschachten.;g;4;;vanLoon
113;2;Beton;weinig ruimte voor lift door krimpen beton;g;4;;vanLoon
119;2;Beton;als het gebouw kript blijven de liften vaak hangen;g;4;;vanLoon
131;2;Beton;liften blijven hangen;g;4;;vanLoon
134;2;Beton;Liften kunnen niet meer door de liftschacht;g;4;;vanLoon
137;2;Beton;gebouwen met liften worden kleiner;g;4;;vanLoon
203;2;Beton;De liftschacht krimpt ook doordat het beton krimpt en de lift komt vast te zitten.;g;4;;vanLoon
212;2;Beton;Worden de liftschachten te klein voor de liften;g;4;;vanLoon
215;2;Beton;Gebouw wordt kleiner;g;4;;vanLoon
218;2;Beton;De liftschagten worden kleiner.;g;4;;vanLoon
221;2;Beton;Het gebouw krimpt en de lift past nie meer;g;4;;vanLoon
302;2;Beton;blijven liften vaker vastzitten;g;4;;vanLoon
305;2;Beton;liften passen niet meer;g;4;;vanLoon
314;2;Beton;blijven liften op den duur hangen;g;4;;vanLoon
320;2;Beton;Het beton, en dus het gebouw krimpt;g;4;;vanLoon
326;2;Beton;lift komt vast te zitten;g;4;;vanLoon
407;2;Beton;krimpt het beton waardoor de gebouwen kleiner worden;g;4;;vanLoon
410;2;Beton;Gebouwen krimpen;g;4;;vanLoon
416;2;Beton;Liften passen niet meer tussen de muren;g;4;;vanLoon
422;2;Beton;lift schacht wordt smaller;g;4;;vanLoon
425;2;Beton;loopt de lift vast;g;4;;vanLoon
503;2;Beton;Liften komen vast te zitten.;g;4;;vanLoon
506;2;Beton;Liften werken niet meer.;g;4;;vanLoon
509;2;Beton;het beton krimpt;g;4;;vanLoon
512;2;Beton;liften blijven hangen;g;4;;vanLoon
515;2;Beton;liften blijven hangen en liftschachten moeten ingekort worden;g;4;;vanLoon
518;2;Beton;liftschachten niet dus blijven de liften steedsvaker hangen;g;4;;vanLoon
584;2;Beton;blijven de liften hangen;g;4;;vanLoon
322;1;Beton;door de centrale verwarming droogt beton uit.;t;1;;vanLoon
502;1;Beton;Beton krimpt als je geen rekening houdt met de centrale verwarming;t;1;;vanLoon
206;2;Beton;Beton droogt uit door de centrale verwarming.;t;1;;vanLoon
209;2;Beton;door centale verwarming droogt het beton uit;t;1;;vanLoon
215;2;Beton;Het beton droogt door centrale verwarming.;t;1;;vanLoon
302;2;Beton;beton bij centrale verwarming droogt langzaam uit;t;1;;vanLoon
314;2;Beton;beton droogt uit door de verwarming;t;1;;vanLoon
515;2;Beton;beton kan ddor gebruik van centrale verwarming uitdrogen;t;1;;vanLoon
118;1;Beton;kunnen die krimpen door de centrale verwarming;t;2;;vanLoon
211;1;Beton;door de centrale verwarming drogen ze uit;t;2;;vanLoon
214;1;Beton;Beton krimpt door verwarming;t;2;;vanLoon
223;1;Beton;worden gebouwen kleiner bij onzorgvuldig gebruik van de centrale verwarming.;t;2;;vanLoon
